holiday,weekend,mon,tue,wed,thur,fri,sat,sun,temperature,rain,humidity,dayoff,sandwich,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,spring,summer,fall,winter,event
0,0,1,0,0,0,0,0,0,0.7651162790697674,0.0,0.4780821917808219,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,0,0,1,0,0,0,0,0,0.7627906976744185,0.0,0.5164383561643836,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.7697674418604651,0.0,0.5972602739726027,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.7837209302325582,0.0013525698827772767,0.6191780821917807,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8046511627906976,0.0013525698827772767,0.4438356164383561,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8069767441860465,0.005861136158701533,0.5301369863013699,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8116279069767441,0.0,0.5904109589041096,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.8069767441860465,0.0,0.5561643835616439,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.7953488372093023,0.0,0.5424657534246575,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.7906976744186046,0.0,0.4986301369863013,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.7837209302325582,0.0,0.5410958904109588,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8325581395348837,0.0,0.4506849315068493,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8465116279069768,0.0,0.40958904109589034,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.872093023255814,0.0,0.3561643835616438,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.8930232558139535,0.0,0.3726027397260274,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.8162790697674418,0.013074842200180343,0.5013698630136987,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.7604651162790698,0.00721370604147881,0.8589041095890411,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.7976744186046512,0.0,0.6150684931506849,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8627906976744185,0.0,0.5054794520547945,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8953488372093024,0.0,0.48630136986301364,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8860465116279069,0.0,0.4602739726027397,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.8186046511627907,0.24571686203787196,0.8958904109589041,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.872093023255814,0.11406672678088368,0.6356164383561643,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8255813953488372,0.02569882777276826,0.7452054794520548,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.8372093023255814,0.22903516681695218,0.8726027397260272,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.827906976744186,0.021641118124436427,0.9054794520547944,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.9,0.0,0.7013698630136986,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.9046511627906977,0.0,0.6726027397260275,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.9255813953488371,0.0,0.6383561643835616,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.8395348837209302,0.36158701532912535,0.8616438356164382,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8302325581395349,0.12488728584310188,0.7315068493150685,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.8790697674418604,0.0,0.4849315068493151,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.7674418604651163,0.3097385031559964,0.8657534246575342,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8209302325581395,0.011722272317403066,0.8383561643835615,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8790697674418604,0.00045085662759242564,0.7835616438356163,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.8813953488372093,0.16321009918845808,0.6904109589041096,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.813953488372093,0.17853922452660054,0.8849315068493151,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8860465116279069,0.0351668169522092,0.7808219178082192,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.8511627906976744,0.04283137962128043,0.8986301369863015,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.827906976744186,1.0,0.9602739726027396,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8046511627906976,0.4761045987376014,0.9397260273972603,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8302325581395349,0.006762849413886384,0.8780821917808219,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.8558139534883721,0.1393146979260595,0.8575342465753424,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.7999999999999999,0.3291253381424707,0.9589041095890412,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8697674418604651,0.0,0.7342465753424656,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.8883720930232558,0.0,0.7041095890410958,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.9069767441860466,0.0,0.6931506849315068,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8534883720930232,0.004508566275924256,0.7397260273972603,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8418604651162791,0.09107303877366997,0.8904109589041096,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.872093023255814,0.022993688007213704,0.7931506849315069,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.8488372093023255,0.04102795311091073,0.8712328767123287,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8674418604651162,0.016681695220919748,0.8136986301369862,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.9046511627906977,0.0013525698827772767,0.7178082191780821,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.9255813953488371,0.00045085662759242564,0.7082191780821916,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.9511627906976744,0.0,0.6287671232876711,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.9023255813953488,0.1424706943192065,0.7657534246575342,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.9116279069767442,0.0,0.726027397260274,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.9511627906976744,0.0,0.6301369863013699,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.9418604651162791,0.0,0.6602739726027397,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.9441860465116279,0.0,0.5904109589041096,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.9534883720930233,0.0,0.6287671232876711,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.9627906976744186,0.0,0.5849315068493149,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.9511627906976744,0.028403967538322812,0.6438356164383562,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.9558139534883721,0.0,0.6301369863013699,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.9651162790697675,0.0,0.5780821917808219,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8790697674418604,0.2046889089269612,0.7547945205479452,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.7604651162790698,0.6460775473399459,0.9506849315068493,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8534883720930232,0.03606853020739405,0.7671232876712328,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.827906976744186,0.016681695220919748,0.810958904109589,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8883720930232558,0.0,0.7465753424657535,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.9186046511627907,0.0,0.6794520547945206,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,0,0,1,0,0,0,0,0,0.9186046511627907,0.0,0.6671232876712327,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.9093023255813953,0.0,0.6520547945205479,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.872093023255814,0.006762849413886384,0.7684931506849315,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.9232558139534883,0.0009017132551848513,0.6643835616438357,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.9209302325581394,0.0,0.6575342465753425,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.9186046511627907,0.0,0.6397260273972601,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.9441860465116279,0.0,0.6191780821917807,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.9069767441860466,0.006762849413886384,0.6698630136986301,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.8860465116279069,0.10279531109107304,0.8027397260273972,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.8581395348837209,0.19972948602344454,0.8863013698630136,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8744186046511627,0.0,0.6287671232876711,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,1,0,0.8465116279069768,0.0,0.6904109589041096,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
1,1,0,0,0,0,0,0,1,0.8744186046511627,0.0,0.6493150684931507,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,1,0,0,0,0,0,0,0.872093023255814,0.0,0.6726027397260275,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,1,0,0,0,0,0,0.8418604651162791,0.02479711451758341,0.8479452054794521,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,1,0,0,0,0,0.7558139534883721,0.20018034265103696,0.952054794520548,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,1,0,0,0,0.7883720930232558,0.0,0.7794520547945205,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
0,0,0,0,0,0,1,0,0,0.8023255813953488,0.0,0.6630136986301369,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.8372093023255814,0.0,0.6356164383561643,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.8930232558139535,0.0,0.6863013698630136,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.9023255813953488,0.0,0.6972602739726026,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.8906976744186046,0.0,0.5808219178082191,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.8697674418604651,0.0,0.5917808219178081,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.8465116279069768,0.0,0.4876712328767123,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.8069767441860465,0.0,0.5054794520547945,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.8255813953488372,0.0,0.5917808219178081,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.8441860465116279,0.0,0.6054794520547945,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.8511627906976744,0.0,0.6082191780821917,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.8348837209302326,0.0,0.6438356164383562,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.7534883720930232,0.12398557258791704,0.9232876712328766,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.7790697674418605,0.02660054102795311,0.8589041095890411,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.7744186046511627,0.06807935076645627,0.9465753424657535,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.7883720930232558,0.2655545536519387,0.9506849315068493,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.8325581395348837,0.0,0.8082191780821919,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.8348837209302326,0.009918845807033365,0.7561643835616438,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.813953488372093,0.0,0.7452054794520548,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.7511627906976743,0.6884580703336338,0.9410958904109588,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.6930232558139534,0.013525698827772768,0.8890410958904109,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.6976744186046512,0.0,0.758904109589041,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.7186046511627906,0.0,0.6643835616438357,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.7558139534883721,0.0,0.4657534246575342,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.7627906976744185,0.018034265103697024,0.6794520547945206,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.7395348837209301,0.15870153291253383,0.9534246575342464,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.7651162790697674,0.006311992786293958,0.8849315068493151,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.7813953488372093,0.0,0.6863013698630136,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.7348837209302326,0.0,0.6835616438356165,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.6976744186046512,0.0193868349864743,0.7246575342465753,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.6790697674418604,0.0,0.5,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,0,1,0,0,0,0,0,0,0.6534883720930232,0.0,0.563013698630137,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,0,0,1,0,0,0,0,0,0.6186046511627907,0.0,0.7547945205479452,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.6790697674418604,0.0,0.6438356164383562,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.6023255813953488,0.0,0.24931506849315066,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.613953488372093,0.0,0.4465753424657535,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.6302325581395348,0.0,0.6369863013698631,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.6651162790697673,0.0,0.5534246575342465,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,0,1,0,0,0,0,0,0,0.6674418604651162,0.0,0.6246575342465753,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.6488372093023256,0.0,0.6561643835616437,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.6511627906976745,0.0,0.5616438356164384,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.6395348837209303,0.0,0.5547945205479453,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.6465116279069767,0.0,0.6232876712328768,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.6209302325581395,0.0,0.7,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.6162790697674418,0.0,0.7013698630136986,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.6069767441860465,0.0,0.5493150684931507,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.5744186046511628,0.0,0.5397260273972603,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.6093023255813954,0.0,0.5643835616438355,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.6186046511627907,0.05004508566275924,0.8424657534246576,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.5395348837209302,0.004959422903516682,0.4945205479452055,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.5116279069767442,0.0,0.4849315068493151,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.5395348837209302,0.0,0.6041095890410959,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.5837209302325581,0.0,0.7,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.5906976744186047,0.0,0.721917808219178,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.6302325581395348,0.0,0.6917808219178083,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.6511627906976745,0.0,0.7273972602739727,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.5976744186046512,0.0,0.6397260273972601,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.5744186046511628,0.0,0.6808219178082191,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.5744186046511628,0.0,0.6356164383561643,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.5930232558139534,0.0,0.6534246575342465,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.6093023255813954,0.0,0.5917808219178081,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.686046511627907,0.0,0.6082191780821917,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.7209302325581395,0.0,0.47534246575342465,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.713953488372093,0.0,0.6164383561643836,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.7023255813953488,0.0,0.7753424657534247,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.713953488372093,0.03381424706943192,0.6986301369863015,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.6255813953488372,0.05184851217312894,0.5547945205479453,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.45813953488372094,0.0,0.42054794520547945,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.4604651162790697,0.0,0.4931506849315068,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.5325581395348837,0.03742110009017133,0.6767123287671233,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.39767441860465114,0.0013525698827772767,0.34794520547945207,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
1,1,0,0,0,0,0,1,0,0.30465116279069765,0.0,0.410958904109589,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
1,1,0,0,0,0,0,0,1,0.30465116279069765,0.0,0.5082191780821917,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,1,0,0,0,0,0,0,0.3209302325581395,0.0,0.46438356164383554,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,1,0,0,0,0,0,0.3930232558139535,0.0,0.5835616438356164,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,1,0,0,0,0,0.42790697674418604,0.0,0.6041095890410959,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,1,0,0,0,0.3883720930232558,0.03381424706943192,0.8726027397260272,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
0,0,0,0,0,0,1,0,0,0.32325581395348835,0.004508566275924256,0.6493150684931507,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
