holiday,weekend,mon,tue,wed,thur,fri,sat,sun,temperature,rain,humidity
0,0,0,0,0,1,0,0,0,13.4,0.0,71.6
0,0,0,0,0,0,1,0,0,13.3,0.0,59.4
1,1,0,0,0,0,0,1,0,13.2,0.0,58.6
1,1,0,0,0,0,0,0,1,15.9,0.0,43.4
0,0,1,0,0,0,0,0,0,16.5,0.0,41.0
0,0,0,1,0,0,0,0,0,15.3,0.0,43.8
0,0,0,0,1,0,0,0,0,14.5,0.0,51.1
0,0,0,0,0,1,0,0,0,16.1,0.0,60.0
0,0,0,0,0,0,1,0,0,17.5,0.0,55.6
1,1,0,0,0,0,0,1,0,19.3,0.0,46.9
1,1,0,0,0,0,0,0,1,20.3,0.0,45.3
0,0,1,0,0,0,0,0,0,16.2,7.5,80.1
0,0,0,1,0,0,0,0,0,14.3,0.5,75.1
0,0,0,0,1,0,0,0,0,15.6,0.0,57.4
0,0,0,0,0,1,0,0,0,17.3,0.0,48.5
0,0,0,0,0,0,1,0,0,18.2,0.0,45.4
1,1,0,0,0,0,0,1,0,14.1,3.5,78.6
1,1,0,0,0,0,0,0,1,16.2,0.1,72.0
0,0,1,0,0,0,0,0,0,17.4,0.0,56.3
0,0,0,1,0,0,0,0,0,16.4,0.0,55.8
0,0,0,0,1,0,0,0,0,13.8,4.3,75.4
0,0,0,0,0,1,0,0,0,15.6,0.0,67.5
0,0,0,0,0,0,1,0,0,17.8,0.0,62.5
1,1,0,0,0,0,0,1,0,18.7,0.0,49.3
1,1,0,0,0,0,0,0,1,19.9,0.0,50.0
0,0,1,0,0,0,0,0,0,17.2,0.8,71.6
0,0,0,1,0,0,0,0,0,16.6,0.0,70.8
0,0,0,0,1,0,0,0,0,16.5,0.0,50.8
0,0,0,0,0,1,0,0,0,17.0,0.0,50.5
0,0,0,0,0,0,1,0,0,18.4,0.0,45.0
1,1,0,0,0,0,0,1,0,21.1,0.0,48.0
1,1,0,0,0,0,0,0,1,18.1,55.4,90.9
0,0,1,0,0,0,0,0,0,14.4,2.0,86.5
0,0,0,1,0,0,0,0,0,12.9,14.1,90.8
0,0,0,0,1,0,0,0,0,14.4,1.8,63.6
0,0,0,0,0,1,0,0,0,15.6,0.0,55.4
0,0,0,0,0,0,1,0,0,17.9,0.0,51.1
1,1,0,0,0,0,0,1,0,18.9,8.5,69.3
1,1,0,0,0,0,0,0,1,16.6,3.1,61.5
0,0,1,0,0,0,0,0,0,17.6,0.0,52.6
0,0,0,1,0,0,0,0,0,18.5,0.0,49.5
0,0,0,0,1,0,0,0,0,13.7,8.7,70.8
0,0,0,0,0,1,0,0,0,14.2,3.0,63.6
0,0,0,0,0,0,1,0,0,19.2,0.0,53.3
1,1,0,0,0,0,0,1,0,20.4,0.0,57.0
1,1,0,0,0,0,0,0,1,21.6,0.0,58.3
0,0,1,0,0,0,0,0,0,19.3,0.0,67.5
0,0,0,1,0,0,0,0,0,20.5,0.0,70.9
0,0,0,0,1,0,0,0,0,21.5,0.0,69.6
0,0,0,0,0,1,0,0,0,22.2,0.0,64.3
0,0,0,0,0,0,1,0,0,21.2,0.0,68.9
1,1,0,0,0,0,0,1,0,19.4,0.0,54.8
1,1,0,0,0,0,0,0,1,20.4,30.2,74.0
0,0,1,0,0,0,0,0,0,18.5,0.0,59.5
0,0,0,1,0,0,0,0,0,18.8,0.0,58.6
0,0,0,0,1,0,0,0,0,20.9,0.0,56.3
0,0,0,0,0,1,0,0,0,21.1,0.0,58.4
0,0,0,0,0,0,1,0,0,21.4,0.0,50.9
1,1,0,0,0,0,0,1,0,20.0,0.0,58.3
1,1,0,0,0,0,0,0,1,20.1,0.0,54.5
0,0,1,0,0,0,0,0,0,20.8,0.0,54.9
0,0,0,1,0,0,0,0,0,21.6,0.0,49.5
0,0,0,0,1,0,0,0,0,22.5,0.0,60.1
1,0,0,0,0,1,0,0,0,22.8,0.0,57.0
0,0,0,0,0,0,1,0,0,22.8,0.0,56.8
1,1,0,0,0,0,0,1,0,20.5,4.7,83.5
1,1,0,0,0,0,0,0,1,23.9,0.0,66.4
0,0,1,0,0,0,0,0,0,24.7,0.0,59.9
0,0,0,1,0,0,0,0,0,25.8,0.0,54.8
0,0,0,0,1,0,0,0,0,25.3,0.0,48.8
0,0,0,0,0,1,0,0,0,25.9,0.0,45.3
0,0,0,0,0,0,1,0,0,26.6,0.0,52.9
1,1,0,0,0,0,0,1,0,24.3,2.8,73.8
1,1,0,0,0,0,0,0,1,24.4,0.0,59.4
0,0,1,0,0,0,0,0,0,23.4,0.0,59.4
0,0,0,1,0,0,0,0,0,25.4,0.0,53.1
0,0,0,0,1,0,0,0,0,27.5,0.0,49.3
0,0,0,0,0,1,0,0,0,25.7,0.0,48.8
0,0,0,0,0,0,1,0,0,26.4,0.0,55.5
1,1,0,0,0,0,0,1,0,23.5,13.2,89.8
1,1,0,0,0,0,0,0,1,24.2,1.1,83.8
0,0,1,0,0,0,0,0,0,25.3,0.0,66.4
0,0,0,1,0,0,0,0,0,22.9,0.0,60.6
0,0,0,0,1,0,0,0,0,24.3,0.0,60.6
0,0,0,0,0,1,0,0,0,23.7,0.0,63.5
0,0,0,0,0,0,1,0,0,25.7,0.0,58.5
1,1,0,0,0,0,0,1,0,25.3,45.1,74.6
1,1,0,0,0,0,0,0,1,24.2,10.0,88.8
0,0,1,0,0,0,0,0,0,26.2,0.0,72.4
0,0,0,1,0,0,0,0,0,24.0,57.0,90.5
0,0,0,0,1,0,0,0,0,25.7,31.9,79.8
0,0,0,0,0,1,0,0,0,28.1,0.0,68.9
0,0,0,0,0,0,1,0,0,25.8,3.9,70.0
1,1,0,0,0,0,0,1,0,27.5,0.1,74.5
1,1,0,0,0,0,0,0,1,25.5,36.2,91.6
0,0,1,0,0,0,0,0,0,23.9,137.5,96.6
0,0,0,1,0,0,0,0,0,23.1,15.3,94.6
0,0,0,0,1,0,0,0,0,23.4,88.6,89.8
0,0,0,0,0,1,0,0,0,24.4,2.4,84.8
0,0,0,0,0,0,1,0,0,26.0,0.0,77.0
1,1,0,0,0,0,0,1,0,26.3,4.9,75.5
1,1,0,0,0,0,0,0,1,26.2,0.0,75.9
0,0,1,0,0,0,0,0,0,26.6,0.2,76.9
0,0,0,1,0,0,0,0,0,24.6,45.6,89.3
0,0,0,0,1,0,0,0,0,26.7,0.8,81.5
0,0,0,0,0,1,0,0,0,25.9,28.8,84.4
0,0,0,0,0,0,1,0,0,25.1,1.4,88.8
1,1,0,0,0,0,0,1,0,26.0,15.2,87.0
1,1,0,0,0,0,0,0,1,27.8,1.5,79.3
0,0,1,0,0,0,0,0,0,28.9,0.0,72.8
0,0,0,1,0,0,0,0,0,27.2,3.9,83.3
0,0,0,0,1,0,0,0,0,28.6,2.5,79.3
0,0,0,0,0,1,0,0,0,28.1,0.1,81.0
0,0,0,0,0,0,1,0,0,28.4,1.3,81.1
1,1,0,0,0,0,0,1,0,28.2,6.0,83.6
1,1,0,0,0,0,0,0,1,29.7,0.0,71.8
0,0,1,0,0,0,0,0,0,28.6,0.0,73.8
0,0,0,1,0,0,0,0,0,28.7,0.0,73.4
0,0,0,0,1,0,0,0,0,29.5,0.0,74.0
0,0,0,0,0,1,0,0,0,30.0,0.0,73.0
0,0,0,0,0,0,1,0,0,30.3,0.0,76.0
1,1,0,0,0,0,0,1,0,30.7,0.0,74.5
1,1,0,0,0,0,0,0,1,29.1,0.9,80.1
0,0,1,0,0,0,0,0,0,27.4,34.3,87.1
0,0,0,1,0,0,0,0,0,28.6,0.0,78.0
0,0,0,0,1,0,0,0,0,28.9,1.0,78.3
0,0,0,0,0,1,0,0,0,27.3,0.0,81.9
0,0,0,0,0,0,1,0,0,28.4,0.0,74.6
1,1,0,0,0,0,0,1,0,28.7,0.0,76.5
1,1,0,0,0,0,0,0,1,29.6,0.0,72.5
0,0,1,0,0,0,0,0,0,30.5,0.0,72.0
0,0,0,1,0,0,0,0,0,29.2,19.3,71.1
0,0,0,0,1,0,0,0,0,29.5,0.0,64.3
1,0,0,0,0,1,0,0,0,29.5,0.0,66.4
0,0,0,0,0,0,1,0,0,29.7,0.0,66.1
1,1,0,0,0,0,0,1,0,29.5,0.0,67.0
1,1,0,0,0,0,0,0,1,29.5,0.0,68.6
0,0,1,0,0,0,0,0,0,29.9,0.1,68.1
0,0,0,1,0,0,0,0,0,29.7,17.0,77.6
0,0,0,0,1,0,0,0,0,28.6,3.8,83.5
0,0,0,0,0,1,0,0,0,28.5,0.5,78.1
0,0,0,0,0,0,1,0,0,28.3,0.0,76.0
1,1,0,0,0,0,0,1,0,28.1,6.8,79.3
1,1,0,0,0,0,0,0,1,28.0,0.5,79.5
0,0,1,0,0,0,0,0,0,27.9,0.0,81.6
0,0,0,1,0,0,0,0,0,26.3,0.1,83.3
0,0,0,0,1,0,0,0,0,27.0,0.0,67.3
0,0,0,0,0,1,0,0,0,27.0,3.0,70.1
0,0,0,0,0,0,1,0,0,27.3,0.0,69.9
1,1,0,0,0,0,0,1,0,26.6,0.0,70.3
1,1,0,0,0,0,0,0,1,26.9,0.0,69.1
0,0,1,0,0,0,0,0,0,24.8,0.0,75.0
0,0,0,1,0,0,0,0,0,27.1,0.0,61.3
0,0,0,0,1,0,0,0,0,26.8,0.0,57.8
0,0,0,0,0,1,0,0,0,27.2,0.0,70.3
0,0,0,0,0,0,1,0,0,25.6,0.5,82.6
1,1,0,0,0,0,0,1,0,26.6,0.0,75.9
1,1,0,0,0,0,0,0,1,27.6,0.0,67.5
0,0,1,0,0,0,0,0,0,29.0,0.0,67.9
0,0,0,1,0,0,0,0,0,29.5,0.0,62.8
0,0,0,0,1,0,0,0,0,28.1,21.2,79.8
0,0,0,0,0,1,0,0,0,26.5,4.1,89.9
0,0,0,0,0,0,1,0,0,28.0,0.0,77.0
1,1,0,0,0,0,0,1,0,28.8,0.0,74.4
1,1,0,0,0,0,0,0,1,29.3,0.0,70.3
1,0,1,0,0,0,0,0,0,28.0,0.0,70.4
1,0,0,1,0,0,0,0,0,29.7,0.0,72.0
1,0,0,0,1,0,0,0,0,28.2,2.0,81.8
0,0,0,0,0,1,0,0,0,28.5,0.0,76.0
0,0,0,0,0,0,1,0,0,25.5,45.6,93.5
1,1,0,0,0,0,0,1,0,21.4,131.2,95.9
1,1,0,0,0,0,0,0,1,21.3,0.0,75.1
0,0,1,0,0,0,0,0,0,21.0,0.0,59.6
0,0,0,1,0,0,0,0,0,20.9,0.0,64.3
0,0,0,0,1,0,0,0,0,23.2,0.0,72.0
0,0,0,0,0,1,0,0,0,24.1,0.0,74.3
0,0,0,0,0,0,1,0,0,23.0,0.0,72.8
1,1,0,0,0,0,0,1,0,22.7,0.0,71.9
1,1,0,0,0,0,0,0,1,22.8,0.0,64.4
0,0,1,0,0,0,0,0,0,21.0,0.0,64.6
0,0,0,1,0,0,0,0,0,17.0,2.0,81.0
0,0,0,0,1,0,0,0,0,14.9,0.0,59.6
1,0,0,0,0,1,0,0,0,12.9,4.0,87.3
0,0,0,0,0,0,1,0,0,16.2,0.0,80.5
1,1,0,0,0,0,0,1,0,17.2,0.0,74.1
1,1,0,0,0,0,0,0,1,16.6,0.2,88.0
0,0,1,0,0,0,0,0,0,17.0,2.3,85.3
0,0,0,1,0,0,0,0,0,16.7,0.0,81.8
0,0,0,0,1,0,0,0,0,18.5,0.0,70.4
0,0,0,0,0,1,0,0,0,17.7,0.0,72.4
0,0,0,0,0,0,1,0,0,17.6,0.0,75.9
1,1,0,0,0,0,0,1,0,17.2,0.0,73.3
1,1,0,0,0,0,0,0,1,17.7,0.0,73.8
0,0,1,0,0,0,0,0,0,17.7,8.3,91.5
0,0,0,1,0,0,0,0,0,18.3,33.5,96.9
0,0,0,0,1,0,0,0,0,18.9,0.0,86.5
0,0,0,0,0,1,0,0,0,19.1,0.0,78.6
0,0,0,0,0,0,1,0,0,20.0,41.6,89.4
1,1,0,0,0,0,0,1,0,17.6,1.9,84.4
1,1,0,0,0,0,0,0,1,13.3,0.0,60.6
0,0,1,0,0,0,0,0,0,13.9,0.4,85.0
0,0,0,1,0,0,0,0,0,16.6,13.1,97.4
0,0,0,0,1,0,0,0,0,13.7,1.2,72.3
0,0,0,0,0,1,0,0,0,12.0,0.0,76.0
0,0,0,0,0,0,1,0,0,14.5,0.0,78.0
1,1,0,0,0,0,0,1,0,17.2,0.0,74.4
1,1,0,0,0,0,0,0,1,15.2,0.7,86.4
0,0,1,0,0,0,0,0,0,14.8,0.0,81.3
0,0,0,1,0,0,0,0,0,14.9,0.0,70.5
0,0,0,0,1,0,0,0,0,14.7,0.0,76.8
0,0,0,0,0,1,0,0,0,14.5,0.0,75.6
0,0,0,0,0,0,1,0,0,13.3,1.6,88.1
1,1,0,0,0,0,0,1,0,16.9,0.1,77.9
1,1,0,0,0,0,0,0,1,16.2,0.0,76.4
0,0,1,0,0,0,0,0,0,14.5,0.0,69.3
0,0,0,1,0,0,0,0,0,9.8,0.0,56.4
0,0,0,0,1,0,0,0,0,7.3,0.0,54.9
0,0,0,0,0,1,0,0,0,7.7,0.0,66.9
0,0,0,0,0,0,1,0,0,10.5,0.0,73.0
1,1,0,0,0,0,0,1,0,12.4,0.0,76.9
1,1,0,0,0,0,0,0,1,13.3,0.0,78.0
0,0,1,0,0,0,0,0,0,13.3,0.0,74.8
0,0,0,1,0,0,0,0,0,13.7,0.0,67.5
0,0,0,0,1,0,0,0,0,13.1,0.0,71.9
0,0,0,0,0,1,0,0,0,13.8,0.1,78.4
0,0,0,0,0,0,1,0,0,14.8,5.5,78.6
1,1,0,0,0,0,0,1,0,16.8,0.1,74.4
1,1,0,0,0,0,0,0,1,9.1,0.0,51.6
0,0,1,0,0,0,0,0,0,2.6,0.0,34.4
0,0,0,1,0,0,0,0,0,5.4,0.0,59.3
0,0,0,0,1,0,0,0,0,6.7,0.0,67.0
0,0,0,0,0,1,0,0,0,9.8,0.0,69.4
0,0,0,0,0,0,1,0,0,7.2,0.0,54.1
1,1,0,0,0,0,0,1,0,5.3,0.0,62.0
1,1,0,0,0,0,0,0,1,6.6,0.0,67.0
0,0,1,0,0,0,0,0,0,9.7,0.3,66.8
0,0,0,1,0,0,0,0,0,7.6,18.0,72.4
0,0,0,0,1,0,0,0,0,2.3,3.8,75.5
0,0,0,0,0,1,0,0,0,3.2,4.7,79.6
0,0,0,0,0,0,1,0,0,2.2,0.4,81.1
1,1,0,0,0,0,0,1,0,5.3,0.0,73.3
1,1,0,0,0,0,0,0,1,7.6,0.0,80.0
0,0,1,0,0,0,0,0,0,8.3,0.0,75.6
0,0,0,1,0,0,0,0,0,2.1,0.0,48.5
0,0,0,0,1,0,0,0,0,3.6,0.0,48.5
0,0,0,0,0,1,0,0,0,4.5,0.0,69.5
0,0,0,0,0,0,1,0,0,4.0,0.0,65.0
1,1,0,0,0,0,0,1,0,1.4,0.0,66.3
1,1,0,0,0,0,0,0,1,0.5,0.0,58.0
0,0,1,0,0,0,0,0,0,2.0,0.0,63.4
0,0,0,1,0,0,0,0,0,3.9,0.0,58.6
0,0,0,0,1,0,0,0,0,2.5,0.0,62.6
0,0,0,0,0,1,0,0,0,1.2,0.0,54.8
0,0,0,0,0,0,1,0,0,0.6,0.0,59.5
1,1,0,0,0,0,0,1,0,0.5,0.0,59.1
1,1,0,0,0,0,0,0,1,1.7,1.4,81.5
0,0,1,0,0,0,0,0,0,2.7,0.1,61.4
0,0,0,1,0,0,0,0,0,1.6,0.0,54.8
0,0,0,0,1,0,0,0,0,-2.0,0.0,50.4
0,0,0,0,0,1,0,0,0,-1.9,0.0,54.1
0,0,0,0,0,0,1,0,0,0.7,0.2,67.4
1,1,0,0,0,0,0,1,0,0.6,1.9,75.1
1,1,0,0,0,0,0,0,1,-2.5,0.0,55.9
0,0,1,0,0,0,0,0,0,-0.4,0.0,73.9
0,0,0,1,0,0,0,0,0,0.6,0.0,65.5
1,0,0,0,1,0,0,0,0,2.5,0.0,67.0
0,0,0,0,0,1,0,0,0,2.4,0.0,59.3
0,0,0,0,0,0,1,0,0,-1.4,0.1,61.4
1,1,0,0,0,0,0,1,0,-2.0,0.0,62.0
1,1,0,0,0,0,0,0,1,2.1,0.0,67.8
0,0,1,0,0,0,0,0,0,6.7,0.0,65.3
0,0,0,1,0,0,0,0,0,2.3,0.0,44.1
1,0,0,0,1,0,0,0,0,2.6,0.0,60.5
0,0,0,0,0,1,0,0,0,1.8,0.0,53.3
0,0,0,0,0,0,1,0,0,0.3,0.0,50.8
1,1,0,0,0,0,0,1,0,0.6,0.0,57.3
1,1,0,0,0,0,0,0,1,2.2,0.3,80.5
0,0,1,0,0,0,0,0,0,2.0,1.8,75.5
0,0,0,1,0,0,0,0,0,-1.5,0.5,66.6
0,0,0,0,1,0,0,0,0,-1.7,0.6,82.8
0,0,0,0,0,1,0,0,0,-8.1,0.0,47.8
0,0,0,0,0,0,1,0,0,-6.6,0.0,55.6
1,1,0,0,0,0,0,1,0,-3.0,0.0,64.8
1,1,0,0,0,0,0,0,1,-1.9,0.0,68.3
0,0,1,0,0,0,0,0,0,1.1,0.0,65.5
0,0,0,1,0,0,0,0,0,4.9,0.1,56.4
0,0,0,0,1,0,0,0,0,-1.8,0.0,45.5
0,0,0,0,0,1,0,0,0,0.9,0.0,57.0
0,0,0,0,0,0,1,0,0,1.3,0.0,58.6
1,1,0,0,0,0,0,1,0,1.0,0.0,50.8
1,1,0,0,0,0,0,0,1,1.7,0.0,62.3
0,0,1,0,0,0,0,0,0,2.8,0.0,71.8
0,0,0,1,0,0,0,0,0,2.5,0.0,70.6
0,0,0,0,1,0,0,0,0,3.4,0.0,71.3
0,0,0,0,0,1,0,0,0,2.9,0.0,51.4
0,0,0,0,0,0,1,0,0,2.6,0.0,45.0
1,1,0,0,0,0,0,1,0,4.3,0.0,53.5
1,1,0,0,0,0,0,0,1,5.2,0.0,50.9
0,0,1,0,0,0,0,0,0,0.3,4.5,82.8
0,0,0,1,0,0,0,0,0,-1.4,4.4,79.8
0,0,0,0,1,0,0,0,0,-2.6,0.3,71.5
0,0,0,0,0,1,0,0,0,-1.8,0.0,68.3
0,0,0,0,0,0,1,0,0,1.9,0.0,70.6
1,1,0,0,0,0,0,1,0,3.5,0.2,84.5
1,1,0,0,0,0,0,0,1,2.4,0.0,78.0
0,0,1,0,0,0,0,0,0,-1.4,0.2,50.0
0,0,0,1,0,0,0,0,0,-6.2,0.0,58.1
0,0,0,0,1,0,0,0,0,-6.4,0.0,56.1
0,0,0,0,0,1,0,0,0,-4.1,0.7,61.9
0,0,0,0,0,0,1,0,0,-6.4,1.3,73.6
1,1,0,0,0,0,0,1,0,-6.6,0.0,64.4
1,1,0,0,0,0,0,0,1,-3.9,0.0,64.1
0,0,1,0,0,0,0,0,0,-2.6,0.0,71.5
0,0,0,1,0,0,0,0,0,0.3,0.0,55.0
0,0,0,0,1,0,0,0,0,1.1,8.3,82.1
0,0,0,0,0,1,0,0,0,1.1,0.0,47.4
0,0,0,0,0,0,1,0,0,3.5,0.0,63.5
1,1,0,0,0,0,0,1,0,2.9,0.0,64.8
1,1,0,0,0,0,0,0,1,5.1,0.0,67.3
0,0,1,0,0,0,0,0,0,1.3,0.0,34.0
0,0,0,1,0,0,0,0,0,-0.9,0.0,39.9
0,0,0,0,1,0,0,0,0,-1.6,0.0,42.6
0,0,0,0,0,1,0,0,0,-1.9,0.0,44.4
0,0,0,0,0,0,1,0,0,-1.5,0.0,42.3
1,1,0,0,0,0,0,1,0,-1.0,0.4,54.6
1,1,0,0,0,0,0,0,1,-2.7,0.0,47.5
0,0,1,0,0,0,0,0,0,-0.7,0.0,41.3
0,0,0,1,0,0,0,0,0,1.7,0.0,58.8
0,0,0,0,1,0,0,0,0,5.3,0.0,44.4
0,0,0,0,0,1,0,0,0,6.6,0.0,28.1
0,0,0,0,0,0,1,0,0,9.8,0.0,55.8
1,1,0,0,0,0,0,1,0,6.3,2.6,88.3
1,1,0,0,0,0,0,0,1,9.7,5.7,84.5
0,0,1,0,0,0,0,0,0,3.5,23.0,71.4
0,0,0,1,0,0,0,0,0,3.4,0.9,70.4
0,0,0,0,1,0,0,0,0,5.5,0.0,66.1
0,0,0,0,0,1,0,0,0,5.1,0.0,56.3
0,0,0,0,0,0,1,0,0,5.6,0.0,49.5
1,1,0,0,0,0,0,1,0,6.2,0.0,54.0
1,1,0,0,0,0,0,0,1,6.8,0.0,57.3
0,0,1,0,0,0,0,0,0,8.2,0.0,46.9
0,0,0,1,0,0,0,0,0,9.8,0.0,45.8
0,0,0,0,1,0,0,0,0,9.6,0.0,62.1
0,0,0,0,0,1,0,0,0,10.3,0.0,48.6
0,0,0,0,0,0,1,0,0,12.9,0.0,31.8
1,1,0,0,0,0,0,1,0,9.8,0.0,52.5
1,1,0,0,0,0,0,0,1,4.5,0.9,59.4
0,0,1,0,0,0,0,0,0,3.8,0.0,35.4
0,0,0,1,0,0,0,0,0,1.2,3.9,77.4
0,0,0,0,1,0,0,0,0,3.2,0.0,47.0
0,0,0,0,0,1,0,0,0,7.6,0.0,61.4
0,0,0,0,0,0,1,0,0,12.8,0.0,51.1
1,1,0,0,0,0,0,1,0,14.9,0.0,42.8
1,1,0,0,0,0,0,0,1,16.6,0.0,40.1
0,0,1,0,0,0,0,0,0,16.6,0.0,53.4
0,0,0,1,0,0,0,0,0,15.4,0.0,54.4
0,0,0,0,1,0,0,0,0,18.5,0.0,36.0
0,0,0,0,0,1,0,0,0,16.1,0.7,68.3
0,0,0,0,0,0,1,0,0,7.5,0.0,42.1
1,1,0,0,0,0,0,1,0,3.9,0.0,42.6
1,1,0,0,0,0,0,0,1,4.4,0.0,43.9
0,0,1,0,0,0,0,0,0,8.1,0.0,52.4
0,0,0,1,0,0,0,0,0,10.3,0.0,46.9
0,0,0,0,1,0,0,0,0,9.6,0.0,47.9
0,0,0,0,0,1,0,0,0,10.3,0.0,57.8
0,0,0,0,0,0,1,0,0,11.7,0.4,55.8
1,1,0,0,0,0,0,1,0,9.4,11.7,79.1
1,1,0,0,0,0,0,0,1,10.7,0.0,53.6
0,0,1,0,0,0,0,0,0,13.8,0.0,43.0
0,0,0,1,0,0,0,0,0,15.6,0.0,41.4
0,0,0,0,1,0,0,0,0,13.9,0.0,42.4
0,0,0,0,0,1,0,0,0,14.0,0.0,53.1
0,0,0,0,0,0,1,0,0,16.2,0.0,47.0
1,1,0,0,0,0,0,1,0,14.7,13.0,57.0
1,1,0,0,0,0,0,0,1,5.8,5.2,68.1
0,0,1,0,0,0,0,0,0,5.1,6.2,81.6
0,0,0,1,0,0,0,0,0,8.8,0.0,66.9
0,0,0,0,1,0,0,0,0,16.0,0.0,50.9
0,0,0,0,0,1,0,0,0,21.8,0.0,54.1
0,0,0,0,0,0,1,0,0,21.4,0.0,63.5
1,1,0,0,0,0,0,1,0,20.8,4.2,70.5
1,1,0,0,0,0,0,0,1,17.6,0.9,78.9
0,0,1,0,0,0,0,0,0,21.5,0.0,62.4
0,0,0,1,0,0,0,0,0,17.7,25.6,91.5
0,0,0,0,1,0,0,0,0,17.5,0.0,77.1
0,0,0,0,0,1,0,0,0,15.0,0.0,55.1
0,0,0,0,0,0,1,0,0,12.7,0.0,33.1
1,1,0,0,0,0,0,1,0,14.4,0.0,37.4
1,1,0,0,0,0,0,0,1,17.2,0.0,26.9
0,0,1,0,0,0,0,0,0,15.3,0.0,39.6
0,0,0,1,0,0,0,0,0,14.7,0.0,42.5
0,0,0,0,1,0,0,0,0,18.6,0.0,40.8
0,0,0,0,0,1,0,0,0,14.8,35.9,77.0
0,0,0,0,0,0,1,0,0,13.6,0.0,55.8
1,1,0,0,0,0,0,1,0,10.5,22.1,83.5
1,1,0,0,0,0,0,0,1,14.3,0.0,48.1
1,0,1,0,0,0,0,0,0,11.9,0.1,60.4
1,0,0,1,0,0,0,0,0,13.1,0.0,66.5
0,0,0,0,1,0,0,0,0,14.7,0.0,61.9
0,0,0,0,0,1,0,0,0,18.2,0.0,55.4
0,0,0,0,0,0,1,0,0,15.4,11.0,85.1
1,1,0,0,0,0,0,1,0,12.6,4.4,90.1
1,1,0,0,0,0,0,0,1,15.4,0.0,69.1
0,0,1,0,0,0,0,0,0,17.7,0.0,59.4
0,0,0,1,0,0,0,0,0,19.3,0.0,53.5
0,0,0,0,1,0,0,0,0,21.0,0.0,51.8
0,0,0,0,0,1,0,0,0,21.6,4.2,81.3
0,0,0,0,0,0,1,0,0,20.5,14.3,88.8
1,1,0,0,0,0,0,1,0,19.4,0.5,81.3
1,1,0,0,0,0,0,0,1,16.2,0.0,56.6
0,0,1,0,0,0,0,0,0,18.8,0.0,65.1
0,0,0,1,0,0,0,0,0,25.4,0.0,71.6
0,0,0,0,1,0,0,0,0,25.5,0.0,72.4
0,0,0,0,0,1,0,0,0,21.2,0.3,80.3
0,0,0,0,0,0,1,0,0,19.9,0.0,43.5
1,1,0,0,0,0,0,1,0,16.0,0.6,60.5
1,1,0,0,0,0,0,0,1,17.8,0.0,64.9
0,0,1,0,0,0,0,0,0,19.7,0.0,54.1
0,0,0,1,0,0,0,0,0,20.5,0.0,52.6
0,0,0,0,1,0,0,0,0,20.7,0.0,56.3
0,0,0,0,0,1,0,0,0,20.6,0.0,58.5
0,0,0,0,0,0,1,0,0,20.4,0.0,52.8
1,1,0,0,0,0,0,1,0,20.4,0.0,58.8
1,1,0,0,0,0,0,0,1,22.4,0.0,56.8
0,0,1,0,0,0,0,0,0,20.4,0.0,65.6
1,0,0,1,0,0,0,0,0,21.1,0.0,53.9
0,0,0,0,1,0,0,0,0,20.8,0.0,48.9
0,0,0,0,0,1,0,0,0,21.2,0.0,47.3
1,0,0,0,0,0,1,0,0,23.7,0.0,40.8
1,1,0,0,0,0,0,1,0,24.3,0.0,53.1
1,1,0,0,0,0,0,0,1,25.5,0.0,65.9
0,0,1,0,0,0,0,0,0,25.5,0.0,62.9
0,0,0,1,0,0,0,0,0,23.6,0.0,66.6
0,0,0,0,1,0,0,0,0,23.1,0.0,48.8
0,0,0,0,0,1,0,0,0,25.1,0.0,43.6
0,0,0,0,0,0,1,0,0,21.3,39.9,73.9
1,1,0,0,0,0,0,1,0,23.8,44.7,84.8
1,1,0,0,0,0,0,0,1,26.3,37.4,73.4
0,0,1,0,0,0,0,0,0,24.2,26.3,83.1
0,0,0,1,0,0,0,0,0,25.0,3.6,74.6
0,0,0,0,1,0,0,0,0,25.8,0.0,62.8
0,0,0,0,0,1,0,0,0,27.2,0.0,63.6
0,0,0,0,0,0,1,0,0,24.9,49.4,85.5
1,1,0,0,0,0,0,1,0,21.1,78.3,94.9
1,1,0,0,0,0,0,0,1,23.3,0.0,71.1
0,0,1,0,0,0,0,0,0,25.1,0.0,65.5
0,0,0,1,0,0,0,0,0,21.9,19.1,76.5
0,0,0,0,1,0,0,0,0,21.2,1.3,84.8
0,0,0,0,0,1,0,0,0,22.9,0.1,80.6
0,0,0,0,0,0,1,0,0,25.3,0.0,75.5
1,1,0,0,0,0,0,1,0,27.5,0.0,79.1
1,1,0,0,0,0,0,0,1,28.7,0.0,71.9
0,0,1,0,0,0,0,0,0,29.1,0.0,69.8
0,0,0,1,0,0,0,0,0,29.0,0.0,73.9
0,0,0,0,1,0,0,0,0,29.4,0.0,71.3
0,0,0,0,0,1,0,0,0,28.6,0.0,69.1
0,0,0,0,0,0,1,0,0,27.9,0.0,72.1
1,1,0,0,0,0,0,1,0,28.6,0.0,71.1
1,1,0,0,0,0,0,0,1,29.0,0.0,72.3
0,0,1,0,0,0,0,0,0,30.0,0.0,74.5
0,0,0,1,0,0,0,0,0,31.4,0.0,65.9
0,0,0,0,1,0,0,0,0,31.0,0.0,48.1
0,0,0,0,0,1,0,0,0,29.8,0.0,42.4
0,0,0,0,0,0,1,0,0,29.0,0.0,44.9
